study	unique_study_id	file	chr	bp	min_p	cis_trans	ld_region	known_gene	suspected_gene
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_10_96039597_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_10_96039597_1.tsv.gz	10	96098373	7.910970855651478e-43	NA	EUR/10/95396368_96221242	NA	NOC3L
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_10_96039597_2	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_10_96039597_2.tsv.gz	10	96013705	0	NA	EUR/10/95396368_96221242	NA	PLCE1
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_10_96039597_3	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_10_96039597_3.tsv.gz	10	96039597	1.0190780812396557e-259	NA	EUR/10/95396368_96221242	NA	PLCE1-AS1
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_10_96039597_4	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_10_96039597_4.tsv.gz	10	96066341	0	NA	EUR/10/95396368_96221242	NA	PLCE1
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_10_96039597_5	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_10_96039597_5.tsv.gz	10	96104665	0	NA	EUR/10/95396368_96221242	NA	NOC3L
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_10_96039597_6	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_10_96039597_6.tsv.gz	10	95931087	1.823720033762497e-18	NA	EUR/10/95396368_96221242	NA	PLCE1
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_10_96039597_7	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_10_96039597_7.tsv.gz	10	96106240	9.580282497783851e-58	NA	EUR/10/95396368_96221242	NA	NOC3L
ebi-a-GCST90002304	ebi-a-GCST90002304_EUR_10_97260115_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002304/finemapped/EUR_10_97260115_1.tsv.gz	10	97260115	7.519691088652667e-12	NA	EUR/10/96221243_97822356	NA	SORBS1
ebi-a-GCST90002334	ebi-a-GCST90002334_EUR_10_101308890_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002334/finemapped/EUR_10_101308890_1.tsv.gz	10	101308890	1.4699413265138374e-47	NA	EUR/10/100668400_102949238	NA	NA
ebi-a-GCST90013979	ebi-a-GCST90013979_EUR_10_101301093_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90013979/finemapped/EUR_10_101301093_1.tsv.gz	10	101301093	2.2672530771451702e-38	NA	EUR/10/100668400_102949238	NA	NA
ebi-a-GCST90013979	ebi-a-GCST90013979_EUR_10_101387638_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90013979/finemapped/EUR_10_101387638_1.tsv.gz	10	101387638	2.2672530771451702e-38	NA	EUR/10/100668400_102949238	NA	SLC25A28
ebi-a-GCST90025971	ebi-a-GCST90025971_EUR_10_101278725_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90025971/finemapped/EUR_10_101278725_1.tsv.gz	10	101278725	4.600446663934788e-11	NA	EUR/10/100668400_102949238	NA	NA
ebi-a-GCST90028995	ebi-a-GCST90028995_EUR_10_101322555_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028995/finemapped/EUR_10_101322555_1.tsv.gz	10	101322555	4.19952334664063e-39	NA	EUR/10/100668400_102949238	NA	NA
ebi-a-GCST90002334	ebi-a-GCST90002334_EUR_10_103311513_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002334/finemapped/EUR_10_103311513_1.tsv.gz	10	103311513	4.219879016871594e-47	NA	EUR/10/102949239_104380409	NA	BTRC
ebi-a-GCST90002334	ebi-a-GCST90002334_EUR_10_103892027_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002334/finemapped/EUR_10_103892027_1.tsv.gz	10	103892027	4.219879016871594e-47	NA	EUR/10/102949239_104380409	NA	NA
ebi-a-GCST90013979	ebi-a-GCST90013979_EUR_10_103852750_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90013979/finemapped/EUR_10_103852750_1.tsv.gz	10	103852750	2.6607250597988137e-30	NA	EUR/10/102949239_104380409	NA	NA
ebi-a-GCST90028995	ebi-a-GCST90028995_EUR_10_103912914_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028995/finemapped/EUR_10_103912914_1.tsv.gz	10	103912914	3.6999853117285734e-34	NA	EUR/10/102949239_104380409	NA	NOLC1
ebi-a-GCST90028995	ebi-a-GCST90028995_EUR_10_104099858_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028995/finemapped/EUR_10_104099858_1.tsv.gz	10	104099858	3.6999853117285734e-34	NA	EUR/10/102949239_104380409	NA	GBF1
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_10_104906211_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_10_104906211_1.tsv.gz	10	104906211	4.879777272864875e-56	NA	EUR/10/104380410_106695047	NA	NT5C2
ebi-a-GCST90002304	ebi-a-GCST90002304_EUR_10_104635103_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002304/finemapped/EUR_10_104635103_1.tsv.gz	10	104635103	3.4697645052885196e-11	NA	EUR/10/104380410_106695047	NA	BORCS7-ASMT
ebi-a-GCST90002334	ebi-a-GCST90002334_EUR_10_104886533_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002334/finemapped/EUR_10_104886533_1.tsv.gz	10	104886533	4.109604232515461e-48	NA	EUR/10/104380410_106695047	NA	NT5C2
ebi-a-GCST90002334	ebi-a-GCST90002334_EUR_10_105669123_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002334/finemapped/EUR_10_105669123_1.tsv.gz	10	105669123	4.109604232515461e-48	NA	EUR/10/104380410_106695047	NA	STN1
ebi-a-GCST90013979	ebi-a-GCST90013979_EUR_10_104886533_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90013979/finemapped/EUR_10_104886533_1.tsv.gz	10	104886533	2.2903402217221163e-30	NA	EUR/10/104380410_106695047	NA	NT5C2
ebi-a-GCST90013979	ebi-a-GCST90013979_EUR_10_105672015_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90013979/finemapped/EUR_10_105672015_1.tsv.gz	10	105672015	2.2903402217221163e-30	NA	EUR/10/104380410_106695047	NA	STN1
ebi-a-GCST90014002	ebi-a-GCST90014002_EUR_10_105258191_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90014002/finemapped/EUR_10_105258191_1.tsv.gz	10	105258191	2.3978941048995413e-8	NA	EUR/10/104380410_106695047	NA	NEURL1
ebi-a-GCST90018958	ebi-a-GCST90018958_EUR_10_104817709_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018958/finemapped/EUR_10_104817709_1.tsv.gz	10	104817709	1.4790062185092982e-8	NA	EUR/10/104380410_106695047	NA	CNNM2
ebi-a-GCST90025971	ebi-a-GCST90025971_EUR_10_104855656_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90025971/finemapped/EUR_10_104855656_1.tsv.gz	10	104855656	2.9000133690540613e-31	NA	EUR/10/104380410_106695047	NA	NT5C2
ebi-a-GCST90028995	ebi-a-GCST90028995_EUR_10_104837816_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028995/finemapped/EUR_10_104837816_1.tsv.gz	10	104837816	2.1998851090492373e-43	NA	EUR/10/104380410_106695047	NA	CNNM2
ebi-a-GCST90028995	ebi-a-GCST90028995_EUR_10_104952499_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028995/finemapped/EUR_10_104952499_1.tsv.gz	10	104952499	2.1998851090492373e-43	NA	EUR/10/104380410_106695047	NA	NT5C2
ebi-a-GCST90028995	ebi-a-GCST90028995_EUR_10_105687632_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028995/finemapped/EUR_10_105687632_1.tsv.gz	10	105687632	2.1998851090492373e-43	NA	EUR/10/104380410_106695047	NA	NA
ebi-a-GCST90002304	ebi-a-GCST90002304_EUR_10_114708510_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002304/finemapped/EUR_10_114708510_1.tsv.gz	10	114708510	1.109992386636285e-9	NA	EUR/10/112561493_115328431	NA	NA
ebi-a-GCST90002334	ebi-a-GCST90002334_EUR_10_114109378_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002334/finemapped/EUR_10_114109378_1.tsv.gz	10	114109378	6.3700083262079855e-9	NA	EUR/10/112561493_115328431	NA	GUCY2GP
ebi-a-GCST90018958	ebi-a-GCST90018958_EUR_10_113046379_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018958/finemapped/EUR_10_113046379_1.tsv.gz	10	113046379	4.395416154378252e-184	NA	EUR/10/112561493_115328431	NA	NA
ebi-a-GCST90018958	ebi-a-GCST90018958_EUR_10_114736670_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018958/finemapped/EUR_10_114736670_1.tsv.gz	10	114736670	4.395416154378252e-184	NA	EUR/10/112561493_115328431	NA	TCF7L2
ebi-a-GCST90018958	ebi-a-GCST90018958_EUR_10_114754784_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018958/finemapped/EUR_10_114754784_1.tsv.gz	10	114754784	4.395416154378252e-184	NA	EUR/10/112561493_115328431	NA	TCF7L2
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_10_115457264_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_10_115457264_1.tsv.gz	10	115457264	3.0746805459396354e-64	NA	EUR/10/115328432_116421405	NA	CASP7
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_10_115789375_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_10_115789375_1.tsv.gz	10	115789375	3.0746805459396354e-64	NA	EUR/10/115328432_116421405	NA	NA
ebi-a-GCST90002304	ebi-a-GCST90002304_EUR_10_119386122_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002304/finemapped/EUR_10_119386122_1.tsv.gz	10	119386122	8.219965599038046e-10	NA	EUR/10/116421406_119523933	NA	NA
ebi-a-GCST90018958	ebi-a-GCST90018958_EUR_10_120422764_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018958/finemapped/EUR_10_120422764_1.tsv.gz	10	120422764	1.7999896172455902e-10	NA	EUR/10/119523934_120591352	NA	NA
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_10_121429633_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_10_121429633_1.tsv.gz	10	121429633	7.666425122997255e-41	NA	EUR/10/120591353_122407322	NA	BAG3
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_10_121429633_2	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_10_121429633_2.tsv.gz	10	121437329	5.985631765801829e-13	NA	EUR/10/120591353_122407322	NA	BAG3
ebi-a-GCST90002334	ebi-a-GCST90002334_EUR_10_124675253_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002334/finemapped/EUR_10_124675253_1.tsv.gz	10	124675253	1.7699866877455356e-10	NA	EUR/10/123900545_125869345	NA	NA
ebi-a-GCST90018958	ebi-a-GCST90018958_EUR_10_124652574_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018958/finemapped/EUR_10_124652574_1.tsv.gz	10	124652574	6.428061156741646e-9	NA	EUR/10/123900545_125869345	NA	C10orf88B
ebi-a-GCST90028995	ebi-a-GCST90028995_EUR_10_124675253_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028995/finemapped/EUR_10_124675253_1.tsv.gz	10	124675253	3.7999685303685456e-10	NA	EUR/10/123900545_125869345	NA	NA
ebi-a-GCST90002304	ebi-a-GCST90002304_EUR_10_126510089_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002304/finemapped/EUR_10_126510089_1.tsv.gz	10	126510089	2.740311921030272e-12	NA	EUR/10/125869346_128001097	NA	ABRAXAS2
ebi-a-GCST90002334	ebi-a-GCST90002334_EUR_10_127528267_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002334/finemapped/EUR_10_127528267_1.tsv.gz	10	127528267	3.2203271981675374e-17	NA	EUR/10/125869346_128001097	NA	DHX32
ebi-a-GCST90013979	ebi-a-GCST90013979_EUR_10_127532782_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90013979/finemapped/EUR_10_127532782_1.tsv.gz	10	127532782	1.623304527765459e-13	NA	EUR/10/125869346_128001097	NA	DHX32
ebi-a-GCST90028995	ebi-a-GCST90028995_EUR_10_127528267_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028995/finemapped/EUR_10_127528267_1.tsv.gz	10	127528267	1.2000518202042658e-13	NA	EUR/10/125869346_128001097	NA	DHX32
ebi-a-GCST90013979	ebi-a-GCST90013979_EUR_10_131985217_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90013979/finemapped/EUR_10_131985217_1.tsv.gz	10	131985217	8.293541076757172e-9	NA	EUR/10/131741327_132580244	NA	NA
ebi-a-GCST90014002	ebi-a-GCST90014002_EUR_10_133736636_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90014002/finemapped/EUR_10_133736636_1.tsv.gz	10	133736636	7.38754262993635e-12	NA	EUR/10/132580245_134336328	NA	NA
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_10_134459388_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_10_134459388_1.tsv.gz	10	134459388	2.195988189224071e-8	NA	EUR/10/134336329_134494672	NA	INPP5A
ebi-a-GCST90018958	ebi-a-GCST90018958_EUR_11_226757_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018958/finemapped/EUR_11_226757_1.tsv.gz	11	226757	6.7375189547058e-42	NA	EUR/11/70855_1213589	NA	SIRT3
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_11_1941946_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_11_1941946_1.tsv.gz	11	1874072	6.086888492656317e-23	NA	EUR/11/1213590_3665480	NA	NA
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_11_1941946_2	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_11_1941946_2.tsv.gz	11	1941946	4.788692430188256e-19	NA	EUR/11/1213590_3665480	NA	TNNT3
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_11_1941946_3	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_11_1941946_3.tsv.gz	11	1507731	3.43662574591822e-10	NA	EUR/11/1213590_3665480	NA	MOB2
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_11_1941946_4	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_11_1941946_4.tsv.gz	11	2170143	1.1842565219642146e-8	NA	EUR/11/1213590_3665480	NA	IGF2
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_11_1941946_5	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_11_1941946_5.tsv.gz	11	2188238	2.0479163248522826e-7	NA	EUR/11/1213590_3665480	NA	TH
ebi-a-GCST90002334	ebi-a-GCST90002334_EUR_11_2324347_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002334/finemapped/EUR_11_2324347_1.tsv.gz	11	2324347	1.7498466886246512e-32	NA	EUR/11/1213590_3665480	NA	TSPAN32
ebi-a-GCST90013979	ebi-a-GCST90013979_EUR_11_2325997_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90013979/finemapped/EUR_11_2325997_1.tsv.gz	11	2325997	4.345102241715732e-27	NA	EUR/11/1213590_3665480	NA	TSPAN32
ebi-a-GCST90018958	ebi-a-GCST90018958_EUR_11_2182224_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018958/finemapped/EUR_11_2182224_1.tsv.gz	11	2182224	6.969473963563254e-52	NA	EUR/11/1213590_3665480	NA	INS
ebi-a-GCST90018958	ebi-a-GCST90018958_EUR_11_2526429_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018958/finemapped/EUR_11_2526429_1.tsv.gz	11	2526429	6.969473963563254e-52	NA	EUR/11/1213590_3665480	NA	KCNQ1
ebi-a-GCST90018958	ebi-a-GCST90018958_EUR_11_2857194_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018958/finemapped/EUR_11_2857194_1.tsv.gz	11	2857194	6.969473963563254e-52	NA	EUR/11/1213590_3665480	NA	KCNQ1
ebi-a-GCST90028995	ebi-a-GCST90028995_EUR_11_2324347_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028995/finemapped/EUR_11_2324347_1.tsv.gz	11	2324347	1.1000185275062283e-40	NA	EUR/11/1213590_3665480	NA	TSPAN32
ebi-a-GCST90002334	ebi-a-GCST90002334_EUR_11_4128845_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002334/finemapped/EUR_11_4128845_1.tsv.gz	11	4128845	1.3301481047940754e-59	NA	EUR/11/3665481_4746708	NA	RRM1
ebi-a-GCST90013979	ebi-a-GCST90013979_EUR_11_4129859_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90013979/finemapped/EUR_11_4129859_1.tsv.gz	11	4129859	5.147543199312591e-44	NA	EUR/11/3665481_4746708	NA	RRM1
ebi-a-GCST90028995	ebi-a-GCST90028995_EUR_11_4129859_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028995/finemapped/EUR_11_4129859_1.tsv.gz	11	4129859	3.9003178447506325e-49	NA	EUR/11/3665481_4746708	NA	RRM1
ebi-a-GCST90002334	ebi-a-GCST90002334_EUR_11_7924360_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002334/finemapped/EUR_11_7924360_1.tsv.gz	11	7924360	6.880183161430383e-16	NA	EUR/11/7436701_8333273	NA	LOC283299
ebi-a-GCST90002304	ebi-a-GCST90002304_EUR_11_8876852_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002304/finemapped/EUR_11_8876852_1.tsv.gz	11	8876852	3.1397856482727945e-44	NA	EUR/11/8333274_9087316	NA	DENND2B
ebi-a-GCST90025971	ebi-a-GCST90025971_EUR_11_8839229_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90025971/finemapped/EUR_11_8839229_1.tsv.gz	11	8839229	4.799544249319447e-22	NA	EUR/11/8333274_9087316	NA	DENND2B
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_11_9769562_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_11_9769562_1.tsv.gz	11	9769562	6.927496153565557e-43	NA	EUR/11/9087317_10952026	NA	SWAP70
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_11_9769562_2	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_11_9769562_2.tsv.gz	11	9879838	1.0250915454978796e-25	NA	EUR/11/9087317_10952026	NA	SBF2
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_11_9769562_3	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_11_9769562_3.tsv.gz	11	9853777	6.009084599248756e-21	NA	EUR/11/9087317_10952026	NA	SBF2
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_11_9769562_4	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_11_9769562_4.tsv.gz	11	10669228	2.331628693174666e-31	NA	EUR/11/9087317_10952026	NA	IRAG1
ebi-a-GCST90002304	ebi-a-GCST90002304_EUR_11_10203610_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002304/finemapped/EUR_11_10203610_1.tsv.gz	11	10203610	1.3489628825916395e-101	NA	EUR/11/9087317_10952026	NA	SBF2
ebi-a-GCST90002304	ebi-a-GCST90002304_EUR_11_10676987_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002304/finemapped/EUR_11_10676987_1.tsv.gz	11	10676987	1.3489628825916395e-101	NA	EUR/11/9087317_10952026	NA	IRAG1
ebi-a-GCST90018958	ebi-a-GCST90018958_EUR_11_9765503_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018958/finemapped/EUR_11_9765503_1.tsv.gz	11	9765503	1.4531150472893953e-45	NA	EUR/11/9087317_10952026	NA	SWAP70
ebi-a-GCST90018958	ebi-a-GCST90018958_EUR_11_10517661_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018958/finemapped/EUR_11_10517661_1.tsv.gz	11	10517661	1.4531150472893953e-45	NA	EUR/11/9087317_10952026	NA	AMPD3
ebi-a-GCST90014002	ebi-a-GCST90014002_EUR_11_11820449_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90014002/finemapped/EUR_11_11820449_1.tsv.gz	11	11820449	4.139901422346808e-10	NA	EUR/11/10952027_12564228	NA	NA
ebi-a-GCST90025971	ebi-a-GCST90025971_EUR_11_12135604_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90025971/finemapped/EUR_11_12135604_1.tsv.gz	11	12135604	1.79998961724559e-9	NA	EUR/11/10952027_12564228	NA	MICAL2
ebi-a-GCST90002304	ebi-a-GCST90002304_EUR_11_13279949_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002304/finemapped/EUR_11_13279949_1.tsv.gz	11	13279949	2.930218459831271e-17	NA	EUR/11/12564229_13373123	NA	NA
ebi-a-GCST90014002	ebi-a-GCST90014002_EUR_11_13361524_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90014002/finemapped/EUR_11_13361524_1.tsv.gz	11	13361524	8.415889023429116e-40	NA	EUR/11/12564229_13373123	NA	BMAL1
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_11_16917219_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_11_16917219_1.tsv.gz	11	16917219	7.505852055902354e-19	NA	EUR/11/15742552_17578401	NA	PLEKHA7
ebi-a-GCST90002304	ebi-a-GCST90002304_EUR_11_16259405_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002304/finemapped/EUR_11_16259405_1.tsv.gz	11	16259405	3.3200146493149316e-10	NA	EUR/11/15742552_17578401	NA	SOX6
ebi-a-GCST90002334	ebi-a-GCST90002334_EUR_11_16248204_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002334/finemapped/EUR_11_16248204_1.tsv.gz	11	16248204	1.1601122161480602e-57	NA	EUR/11/15742552_17578401	NA	SOX6
ebi-a-GCST90002334	ebi-a-GCST90002334_EUR_11_16644680_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002334/finemapped/EUR_11_16644680_1.tsv.gz	11	16644680	1.1601122161480602e-57	NA	EUR/11/15742552_17578401	NA	SOX6
ebi-a-GCST90013979	ebi-a-GCST90013979_EUR_11_16611089_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90013979/finemapped/EUR_11_16611089_1.tsv.gz	11	16611089	2.1478304741305377e-45	NA	EUR/11/15742552_17578401	NA	SOX6
ebi-a-GCST90014002	ebi-a-GCST90014002_EUR_11_16251251_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90014002/finemapped/EUR_11_16251251_1.tsv.gz	11	16251251	8.697411133432164e-9	NA	EUR/11/15742552_17578401	NA	SOX6
ebi-a-GCST90018958	ebi-a-GCST90018958_EUR_11_16257993_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018958/finemapped/EUR_11_16257993_1.tsv.gz	11	16257993	1.0551154926754892e-24	NA	EUR/11/15742552_17578401	NA	SOX6
ebi-a-GCST90018958	ebi-a-GCST90018958_EUR_11_17412960_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90018958/finemapped/EUR_11_17412960_1.tsv.gz	11	17412960	1.0551154926754892e-24	NA	EUR/11/15742552_17578401	NA	NA
ebi-a-GCST90028995	ebi-a-GCST90028995_EUR_11_16248204_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028995/finemapped/EUR_11_16248204_1.tsv.gz	11	16248204	2.80027059501065e-50	NA	EUR/11/15742552_17578401	NA	SOX6
ebi-a-GCST90028995	ebi-a-GCST90028995_EUR_11_16644680_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028995/finemapped/EUR_11_16644680_1.tsv.gz	11	16644680	2.80027059501065e-50	NA	EUR/11/15742552_17578401	NA	SOX6
ebi-a-GCST90002334	ebi-a-GCST90002334_EUR_11_19221518_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90002334/finemapped/EUR_11_19221518_1.tsv.gz	11	19221518	1.1199535223848853e-82	NA	EUR/11/17578402_19569534	NA	CSRP3
ebi-a-GCST90013979	ebi-a-GCST90013979_EUR_11_19241320_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90013979/finemapped/EUR_11_19241320_1.tsv.gz	11	19241320	3.354285308326875e-55	NA	EUR/11/17578402_19569534	NA	NA
ebi-a-GCST90013979	ebi-a-GCST90013979_EUR_11_19250164_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90013979/finemapped/EUR_11_19250164_1.tsv.gz	11	19250164	3.354285308326875e-55	NA	EUR/11/17578402_19569534	NA	E2F8
ebi-a-GCST90028995	ebi-a-GCST90028995_EUR_11_19221518_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90028995/finemapped/EUR_11_19221518_1.tsv.gz	11	19221518	4.4004794783598685e-54	NA	EUR/11/17578402_19569534	NA	CSRP3
ebi-a-GCST90000059	ebi-a-GCST90000059_EUR_11_27487992_1	/local-scratch/projects/genotype-phenotype-map/test/data/study/ebi-a-GCST90000059/finemapped/EUR_11_27487992_1.tsv.gz	11	27362359	4.610672896108397e-29	NA	EUR/11/27020461_28481592	NA	CCDC34
